Time,xPosition4,yPosition4,Angle1,Angle2,Angle3,absInterPointDistance1,xInterPointDistance2,yInterPointDistance2,absInterPointDistance3,absInterPointDistance4,absInterPointDistance5
0.0,709.35,219.35,-0.19905480118995328,2.983675262869346,-2.5621607952201955,86.05,15.34,-20.11,120.83,117.01,261.95
0.0005,709.33,219.52,-0.2145707782401829,2.9814761480118332,-2.568566153575015,86.05,15.35,-20.27,120.86,117.63,262.01
0.001,709.25,219.76,-0.21134191912399336,2.97953883254212,-2.5629636466761134,86.05,15.44,-20.52,120.94,117.78,262.04
0.0015,709.19,220.0,-0.2206619773296431,2.9774095308546866,-2.5699275103915706,86.05,15.5,-20.75,120.93,117.87,262.04
0.002,709.12,220.25,-0.2221978670713981,2.9752976824597734,-2.5684265272348554,86.05,15.56,-21.01,120.99,118.03,262.02
0.0025,709.04,220.5,-0.21715386553313448,2.9730462077247006,-2.5626843939957937,86.05,15.64,-21.26,120.95,117.78,262.11
0.003,708.92,220.76,-0.21572269554649912,2.971073985669947,-2.5579196451378494,86.05,15.76,-21.52,121.0,117.92,262.13
0.0035,708.82,221.0,-0.22375121010567306,2.9692588432478733,-2.5604852791382813,86.05,15.86,-21.76,121.01,118.11,262.19
0.004,708.73,221.26,-0.23207643063768602,2.967408794240759,-2.5631381796013124,86.05,15.95,-22.02,121.01,118.6,262.24
0.0045,708.6,221.57,-0.23623031425743252,2.9648257069478077,-2.5625796742406743,86.05,16.09,-22.33,120.93,118.73,262.29
0.005,708.4,221.89,-0.23556708914167465,2.9624346058725757,-2.5560695961307354,86.05,16.28,-22.65,120.92,119.03,262.31
0.0055,708.15,222.25,-0.24383994979612778,2.959816611994584,-2.5569946206342924,86.05,16.53,-23.01,120.81,118.0,262.35
0.006,707.88,222.67,-0.24422392223156653,2.9571637115315523,-2.5533817890826644,86.05,16.81,-23.43,120.73,118.16,262.42
0.0065,707.65,222.98,-0.25200809069546126,2.9550169565515993,-2.5551096650421385,86.05,17.03,-23.74,120.61,118.45,262.54
0.007,707.32,223.36,-0.2595304597715568,2.9527305752314867,-2.5582512576957286,86.05,17.36,-24.12,120.5,118.55,262.52
0.0075,706.93,223.88,-0.26523768642557827,2.949519169407817,-2.5559299697905757,86.05,17.75,-24.64,120.23,118.67,262.67
0.008,706.63,224.26,-0.276704499611181,2.947389867720384,-2.5596998809748834,86.05,18.05,-25.02,120.05,118.93,262.76
0.0085,706.12,224.85,-0.27932249348917254,2.944352994821914,-2.5588272163488868,86.05,18.56,-25.61,119.89,118.91,262.76
