Time,xPosition4,yPosition4,Angle1,Angle2,Angle3,absInterPointDistance1,xInterPointDistance2,yInterPointDistance2,absInterPointDistance3,absInterPointDistance4,absInterPointDistance5
0.0,685.61,105.29,-0.18561576594959694,3.061429681045694,-2.1332112249575492,73.11,33.52,-15.08,85.33,84.12,230.26
0.0005,685.58,105.22,-0.18510962046651858,3.061918373236252,-2.134258422508746,73.11,33.55,-15.0,85.23,84.04,230.22
0.001,685.57,105.12,-0.18496999412635906,3.0624768785968906,-2.134590035066625,73.11,33.56,-14.91,85.19,84.01,230.17
0.0015,685.54,105.06,-0.18530160668423798,3.0629655707874486,-2.1355499661552217,73.11,33.59,-14.84,85.12,83.96,230.16
0.002,685.53,104.98,-0.18509216717399865,3.063611342610687,-2.1361608313934197,73.11,33.6,-14.76,85.08,83.94,230.18
0.0025,685.52,104.91,-0.18509216717399865,3.0639953150461254,-2.1363179110260995,73.11,33.61,-14.69,85.03,83.9,230.14
0.003,685.49,104.83,-0.1852317935141582,3.0644840072366835,-2.136544803828859,73.11,33.64,-14.62,84.96,83.85,230.12
0.0035,685.45,104.79,-0.18540632643935762,3.0648679796721225,-2.1369287762642974,73.11,33.68,-14.57,84.91,83.8,230.12
0.004,685.42,104.71,-0.18552849948699723,3.065304311985121,-2.136981136141857,73.11,33.71,-14.49,84.84,83.75,230.1
0.0045,685.4,104.64,-0.1857204857047166,3.0658104574681992,-2.137033496019417,73.11,33.73,-14.42,84.78,83.72,230.57
0.005,685.37,104.58,-0.18535396656179778,3.066316602951278,-2.136893869679257,73.11,33.76,-14.36,84.71,83.66,230.55
0.0055,685.34,104.51,-0.1844289420582408,3.066892561604436,-2.136754243339098,73.11,33.79,-14.3,84.61,83.59,230.61
0.006,685.3,104.46,-0.18416714267044165,3.067363800502475,-2.1357943122505008,73.11,33.83,-14.24,84.52,83.54,230.51
0.0065,685.28,104.39,-0.18371335706492312,3.0679572124481527,-2.1353754332300223,73.11,33.86,-14.17,84.46,83.53,230.47
0.007,685.24,104.32,-0.18287559902396586,3.0686029842713904,-2.1337522770256676,73.11,33.89,-14.1,84.37,83.5,230.43
0.0075,685.2,104.22,-0.18243926671096725,3.0694931021899072,-2.1327748926445507,73.11,33.93,-14.01,84.29,83.5,230.39
0.008,685.24,104.09,-0.18165386854756982,3.070487939863544,-2.1319371346035934,73.11,33.89,-13.87,84.21,83.49,230.34
0.0085,685.24,103.97,-0.18128734940465102,3.071447870952141,-2.1317102418008345,73.11,33.89,-13.76,84.1,83.43,230.31
0.009,684.87,104.25,-0.18142697574481054,3.069999247672986,-2.1294064071882017,73.11,34.26,-14.03,84.03,83.4,230.29
0.0095,684.85,104.16,-0.18132225598969087,3.0707322859588233,-2.12982528620868,73.11,34.28,-13.95,83.87,83.3,230.24
0.01,685.15,103.75,-0.18233454695584758,3.0735073594694944,-2.132495639964232,73.11,33.98,-13.54,83.75,83.21,230.19
0.0105,685.14,103.69,-0.1822821870782878,3.074240397755332,-2.132635266304391,73.11,33.99,-13.47,83.64,83.13,230.11
0.011,685.13,103.63,-0.18181094818024932,3.07492107616361,-2.132792345937071,73.11,34.0,-13.41,83.52,83.06,230.04
0.0115,685.13,103.57,-0.18149678891489032,3.075566847986848,-2.1328097992295905,73.11,34.0,-13.35,83.38,82.96,229.99
0.012,685.17,103.48,-0.18133970928221085,3.076474419197885,-2.132495639964232,73.11,33.96,-13.26,83.32,82.94,229.95
0.0125,685.18,103.42,-0.18034487160857407,3.0771201910211228,-2.1314484424130353,73.11,33.95,-13.21,83.26,82.92,229.91
0.013,685.2,103.36,-0.1796292866152564,3.0778008694294003,-2.1313437226579155,73.11,33.93,-13.14,83.19,82.9,229.87
0.0135,685.21,103.31,-0.17858208906405978,3.078481547837678,-2.130855030467357,73.11,33.92,-13.09,83.12,82.87,229.82
0.014,685.27,103.23,-0.17880898186681904,3.0793018525861156,-2.132443280086672,73.11,33.86,-13.01,83.05,82.81,229.8
0.0145,685.29,103.22,-0.1787042621116994,3.0796683717290345,-2.133350851297709,73.11,33.84,-13.0,82.99,82.76,229.78
0.015,685.33,103.19,-0.17940239381249715,3.0799999842869132,-2.134555128481585,73.11,33.8,-12.98,82.93,82.78,229.76
0.0155,685.34,103.2,-0.1792627674723376,3.080209423797153,-2.134851834454424,73.11,33.79,-12.98,82.91,82.77,229.74
0.016,685.39,103.21,-0.1792278608872977,3.0805759429400714,-2.1358466721280607,73.11,33.74,-12.99,82.88,82.75,229.72
0.0165,685.41,103.24,-0.1793151273498974,3.0805584896475513,-2.1356372326178215,73.11,33.72,-13.03,82.89,82.76,229.69
0.017,685.45,103.27,-0.17917550100973786,3.0806632094026707,-2.135462699692622,73.11,33.68,-13.06,82.95,82.83,229.66
0.0175,685.48,103.32,-0.1792627674723376,3.0805584896475513,-2.1356895924953814,73.11,33.65,-13.11,82.95,82.83,229.67
0.018,685.53,103.38,-0.17914059442469799,3.0803665034298318,-2.135724499080421,73.11,33.6,-13.17,82.99,82.85,229.7
0.0185,685.56,103.47,-0.17882643515933902,3.0798778112392737,-2.1354277931075822,73.11,33.57,-13.25,83.01,82.84,229.67
0.019,685.61,103.57,-0.1789486082069786,3.079214586123516,-2.1347122081142644,73.11,33.52,-13.35,83.06,82.89,229.68
0.0195,685.63,103.66,-0.17903587466957832,3.0786211741778375,-2.135165993719783,73.11,33.5,-13.45,83.09,82.88,229.71
0.02,685.69,103.76,-0.1797863662479359,3.077888135892,-2.1357070457879015,73.11,33.44,-13.55,83.07,82.84,229.71
0.0205,685.71,103.89,-0.1802750584384943,3.0769980179734833,-2.136422630781219,73.11,33.42,-13.67,83.04,82.77,229.71
0.021,685.73,104.02,-0.18146188232985044,3.0759682737148064,-2.137417468454856,73.11,33.41,-13.81,82.98,82.67,229.59
0.0215,685.74,104.2,-0.18259634634364674,3.07474654323841,-2.138639198931252,73.11,33.39,-13.98,82.95,82.59,229.63
0.022,685.76,104.37,-0.18444639535076074,3.0735073594694944,-2.140471794645846,73.11,33.37,-14.15,82.85,82.44,229.66
0.0225,685.79,104.51,-0.1858775653373961,3.072425255333258,-2.141553898782082,73.11,33.34,-14.29,82.8,82.34,229.69
