Time,xPosition5,yPosition5,Angle1,Angle2,Angle3,absInterPointDistance1,xInterPointDistance2,yInterPointDistance2,absInterPointDistance3,absInterPointDistance4,absInterPointDistance5
0.0,802.46,252.51,-0.18723892215395166,3.0484618847033755,-2.1391278911218103,52.83,18.19,-21.72,76.77,77.59,179.87
0.0005,802.45,252.51,-0.1867153233783534,3.0481651787305366,-2.1386741055162917,52.83,18.23,-21.74,76.74,77.58,179.84
0.001,802.46,252.51,-0.18688985630355281,3.0481826320230567,-2.1396340366048885,52.83,18.18,-21.72,76.73,77.59,179.89
0.0015,802.45,252.52,-0.18783233409962977,3.048043005682897,-2.1396863964824484,52.83,18.18,-21.72,76.71,77.53,179.84
0.002,802.43,252.52,-0.1873261886165514,3.047990645805337,-2.1399831024552873,52.83,18.2,-21.73,76.7,77.52,179.83
0.0025,802.43,252.52,-0.18751817483427077,3.0479033793427375,-2.1394245970946493,52.83,18.22,-21.71,76.65,77.49,179.83
0.003,802.43,252.53,-0.187448361664191,3.047798659587618,-2.139808569530088,52.83,18.21,-21.71,76.58,77.45,179.85
0.0035,802.42,252.53,-0.18764034788191036,3.0475194069072993,-2.1401576353804868,52.83,18.18,-21.73,76.63,77.43,179.77
0.004,802.41,252.54,-0.18795450714726936,3.0475368601998185,-2.1402099952580467,52.83,18.21,-21.74,76.65,77.41,179.84
0.0045,802.42,252.54,-0.18786724068466962,3.047467047029739,-2.140751047326165,52.83,18.19,-21.74,76.59,77.36,179.82
0.005,802.42,252.54,-0.18844319933782777,3.047379780567139,-2.1413793658568827,52.83,18.19,-21.73,76.54,77.32,179.86
0.0055,802.41,252.54,-0.18809413348742887,3.0472401542269796,-2.1399831024552873,52.83,18.2,-21.72,76.52,77.37,179.82
0.006,802.4,252.54,-0.18826866641262835,3.0472227009344595,-2.140384528183246,52.83,18.21,-21.75,76.5,77.28,179.79
0.0065,802.4,252.54,-0.1891762376236654,3.0471354344718597,-2.140785953911205,52.83,18.18,-21.71,76.44,77.24,179.84
0.007,802.39,252.55,-0.18900170469846594,3.0469085416691004,-2.1389184516115707,52.83,18.21,-21.74,76.48,77.29,179.84
0.0075,802.38,252.56,-0.1891762376236654,3.0469085416691004,-2.1406114209860054,52.83,18.19,-21.73,76.41,77.18,179.81
0.008,802.39,252.55,-0.1897521962768235,3.046803821913981,-2.140943033543884,52.83,18.17,-21.72,76.33,77.09,179.83
0.0085,802.38,252.56,-0.18926350408626508,3.046699102158861,-2.1401401820879666,52.83,18.17,-21.75,76.41,77.17,179.87
0.009,802.38,252.57,-0.1898743693244631,3.046542022526182,-2.140716140741125,52.83,18.16,-21.74,76.31,77.05,179.81
0.0095,802.37,252.57,-0.19013616871226227,3.0464373027710625,-2.1398783827001675,52.83,18.16,-21.73,76.31,77.07,179.78
0.01,802.36,252.58,-0.19041542139258136,3.046384942893502,-2.140367074890726,52.83,18.18,-21.76,76.21,76.92,179.77
0.0105,802.36,252.57,-0.18922859750122523,3.0462802231383828,-2.139442050387169,52.83,18.23,-21.75,76.22,77.01,179.75
0.011,802.35,252.58,-0.19010126212722236,3.046245316553343,-2.1402099952580467,52.83,18.18,-21.74,76.17,76.93,179.8
0.0115,802.35,252.59,-0.1900314489571426,3.0461580500907433,-2.1399656491627677,52.83,18.16,-21.74,76.23,76.98,179.78
0.012,802.34,252.59,-0.19006635554218249,3.0460009704580635,-2.142827989136038,52.83,18.17,-21.76,76.28,76.95,179.77
0.0125,802.33,252.6,-0.19041542139258136,3.0460009704580635,-2.1430723352313175,52.83,18.19,-21.73,76.2,76.94,179.8
0.013,802.32,252.6,-0.19006635554218249,3.0459660638730237,-2.1433166813265965,52.83,18.17,-21.76,76.25,76.96,179.79
0.0135,802.32,252.61,-0.1907644872429802,3.045878797410424,-2.142827989136038,52.83,18.16,-21.75,76.2,76.9,179.78
0.014,802.31,252.61,-0.19057250102526085,3.045896250702944,-2.1418855113399613,52.83,18.16,-21.75,76.2,76.92,179.75
0.0145,802.3,252.62,-0.19085175370557994,3.0458089842403444,-2.141536445489562,52.83,18.16,-21.76,76.19,76.91,179.77
0.015,802.29,252.61,-0.19125317943353864,3.045686811192705,-2.1418331514624014,52.83,18.16,-21.76,76.13,76.82,179.79
0.0155,802.28,252.62,-0.19156733869889764,3.045739171070265,-2.137417468454856,52.83,18.15,-21.76,76.02,76.8,179.76
0.016,802.27,252.61,-0.19196876442685631,3.045931157287984,-2.1358815787131005,52.83,18.14,-21.76,75.95,76.75,179.81
0.0165,802.26,252.62,-0.19170696503905715,3.045669357900185,-2.1343631422638656,52.83,18.16,-21.78,75.93,76.72,179.76
0.017,802.25,252.61,-0.19235273686229507,3.045861344117904,-2.1349391009170238,52.83,18.13,-21.76,75.9,76.7,179.76
0.0175,802.25,252.61,-0.1929286955154532,3.0457915309478243,-2.134223515923706,52.83,18.11,-21.75,75.85,76.63,179.75
0.018,802.23,252.61,-0.19275416259025377,3.0457042644852246,-2.1327225327669908,52.83,18.12,-21.76,75.84,76.62,179.74
0.0185,802.22,252.61,-0.19343484099853156,3.045669357900185,-2.133682463855588,52.83,18.09,-21.73,75.79,76.6,179.78
0.019,802.2,252.61,-0.19481365110760707,3.0454599183899456,-2.1359688451757006,52.83,17.69,-22.13,76.35,76.57,179.78
0.0195,802.17,252.61,-0.1941853325768891,3.0454250118049058,-2.134782021284344,52.83,18.09,-21.74,75.84,76.6,179.75
0.02,802.17,252.61,-0.19504054391036635,3.045564638145065,-2.1372254822371364,52.83,17.71,-22.11,76.3,76.47,179.78
0.0205,802.15,252.61,-0.1952674367131256,3.0455471848525453,-2.137906160645414,52.83,17.69,-22.12,76.32,76.5,179.79
0.021,802.12,252.61,-0.19561650256352445,3.0455122782675055,-2.136719336754058,52.83,17.72,-22.13,76.21,76.36,179.76
0.0215,802.11,252.62,-0.19582594207376378,3.0454773716824652,-2.137592001380055,52.83,17.7,-22.13,76.24,76.41,179.77
0.022,802.1,252.62,-0.19633208755684214,3.0454599183899456,-2.137626907965095,52.83,17.7,-22.12,76.16,76.32,179.82
0.0225,802.08,252.62,-0.19619246121668257,3.0457042644852246,-2.137661814550135,52.83,17.7,-22.15,76.15,76.32,179.8
0.023,802.07,252.63,-0.1965589803596014,3.045582091437585,-2.1364749906587788,52.83,17.71,-22.13,76.12,76.3,179.8
0.0235,802.05,252.63,-0.1970825791351997,3.0458264375328645,-2.1378887073528943,52.83,17.7,-22.11,76.07,76.26,179.82
0.024,802.01,252.65,-0.19743164498559854,3.045686811192705,-2.136998589434377,52.83,17.72,-22.14,76.08,76.24,179.81
0.0245,801.97,252.66,-0.19736183181551878,3.045983517165544,-2.137155669067057,52.83,17.77,-22.16,76.04,76.16,179.83
0.025,801.97,252.66,-0.19781561742103732,3.045948610580504,-2.1365622571213785,52.83,17.76,-22.15,76.06,76.2,179.81
0.0255,801.95,252.67,-0.19744909827811852,3.0460184237505836,-2.1368764163867375,52.83,17.78,-22.15,75.99,76.17,179.83
0.026,801.93,252.68,-0.19776325754347748,3.046262769845863,-2.1399307425777274,52.83,17.81,-22.14,76.07,76.17,179.85
0.0265,801.9,252.69,-0.1978505240060772,3.0463151297234226,-2.1399656491627677,52.83,17.81,-22.16,75.99,76.12,179.85
0.027,801.89,252.7,-0.1978505240060772,3.0464198494785424,-2.1346598482367045,52.83,17.81,-22.16,75.97,76.14,179.86
0.0275,801.87,252.7,-0.1983741227816755,3.046454756063582,-2.128952621582683,52.83,17.8,-22.17,75.91,76.2,179.86
0.028,801.86,252.71,-0.19832176290411566,3.046681648866342,-2.1275563581810877,52.83,17.81,-22.19,75.91,76.2,179.87
0.0285,801.84,252.73,-0.1983741227816755,3.046594382403742,-2.1277483443988072,52.83,17.82,-22.21,75.9,76.17,179.87
0.029,801.82,252.74,-0.19860101558443474,3.0467689153289412,-2.12678841331021,52.83,17.83,-22.18,75.91,76.22,179.9
0.0295,801.81,252.74,-0.19905480118995328,3.046838728499021,-2.1295111269433216,52.83,17.84,-22.2,75.74,75.99,179.84
0.03,801.79,252.76,-0.19931660057775244,3.046856181791541,-2.130750310712237,52.83,17.85,-22.19,75.81,76.05,179.86
0.0305,801.78,252.77,-0.1995085867954718,3.04706562130178,-2.1316055220457146,52.83,17.83,-22.2,75.77,76.0,179.87
0.031,801.75,252.79,-0.1995434933805117,3.04711798117934,-2.132443280086672,52.83,17.88,-22.22,75.75,75.97,179.89
0.0315,801.74,252.8,-0.2001892652037496,3.047501953614779,-2.1335253842229083,52.83,17.87,-22.22,75.68,75.85,179.85
0.032,801.71,252.81,-0.19977038618327095,3.0480080990978573,-2.1347296614067846,52.83,17.9,-22.24,75.65,75.86,179.58
0.0325,801.68,252.83,-0.19945622691791198,3.0481651787305366,-2.134642394944185,52.83,18.29,-21.89,75.09,75.79,179.57
0.033,801.67,252.85,-0.19984019935335073,3.048287351778176,-2.13602120505326,52.83,18.29,-21.9,75.01,75.68,179.55
0.0335,801.65,252.87,-0.20020671849626953,3.048374618240776,-2.1355674194477414,52.83,18.29,-21.9,74.99,75.66,179.51
0.034,801.62,252.89,-0.2003114382513892,3.0483571649482557,-2.1356372326178215,52.83,18.31,-21.91,74.95,75.62,179.53
0.0345,801.6,252.91,-0.20066050410178807,3.0484793379958957,-2.134275875801266,52.83,18.29,-21.92,74.91,75.61,179.51
0.035,801.56,252.93,-0.2017251549455046,3.0486713242136148,-2.134590035066625,52.83,18.31,-21.91,74.88,75.54,179.51
0.0355,801.54,252.95,-0.20198695433330377,3.0488109505537744,-2.1360037517607404,52.83,18.28,-21.94,74.83,75.48,179.49
0.036,801.5,252.98,-0.20319123151717983,3.049020390064014,-2.1373302019922558,52.83,18.29,-21.96,74.71,75.31,179.5
0.0365,801.48,253.0,-0.20308651176206016,3.049020390064014,-2.1361608313934197,52.83,18.27,-21.95,74.8,75.46,179.48
0.037,801.44,253.03,-0.2040115362656172,3.0490902032340936,-2.140122728795447,52.83,18.22,-22.01,74.82,75.32,179.47
0.0375,801.42,253.05,-0.2043082422384562,3.0492472828667734,-2.141658618537202,52.83,18.23,-22.03,74.74,75.24,179.48
0.038,801.38,253.1,-0.2045002284561756,3.049055296649054,-2.133281038127629,52.83,18.23,-22.04,74.8,75.47,179.48
0.0385,801.35,253.14,-0.20469221467389498,3.0491076565266138,-2.129004981460243,52.83,18.24,-22.05,74.89,75.58,179.48
0.039,801.31,253.18,-0.20593139844281094,3.049020390064014,-2.1315357088756346,52.83,18.24,-22.05,74.68,75.44,179.43
0.0395,801.27,253.24,-0.2056695990550118,3.0488633104313347,-2.1267709600176903,52.83,18.25,-22.06,74.84,75.71,179.44
0.04,801.26,253.29,-0.20694368940896765,3.048043005682897,-2.125915748684213,52.83,18.23,-22.05,74.78,75.7,179.08
0.0405,801.23,253.34,-0.20860175219836227,3.0479033793427375,-2.1313960825354754,52.83,18.25,-21.95,74.52,75.46,179.17
0.041,801.21,253.41,-0.20903808451136086,3.0476066733698985,-2.131832414848474,52.83,18.26,-21.98,74.49,75.46,179.17
0.0415,801.18,253.47,-0.21053906766807598,3.0475368601998185,-2.133612650685508,52.83,18.21,-21.99,74.43,75.36,179.21
0.042,801.16,253.54,-0.21137682570903327,3.0472925141045395,-2.1337697303181877,52.83,18.2,-22.01,74.43,75.39,179.23
0.0425,801.03,253.64,-0.21334904776378685,3.046856181791541,-2.135183447012303,52.83,18.21,-22.05,74.44,75.39,179.22
0.043,800.96,253.74,-0.2153910829886202,3.0462976764309024,-2.1358990320056206,52.83,18.17,-22.05,74.43,75.41,179.17
0.0435,800.91,253.8,-0.21516419018586094,3.046070783628143,-2.1353754332300223,52.83,18.14,-22.23,74.57,75.41,179.19
0.044,800.87,253.88,-0.21799162357409177,3.045739171070265,-2.1378887073528943,52.83,18.16,-22.01,74.33,75.36,179.19
0.0445,800.8,253.96,-0.21629865419965727,3.0453028387572663,-2.1353405266449825,52.83,18.51,-21.95,73.97,75.33,179.17
0.045,800.67,254.06,-0.2173982116284137,3.044936319614347,-2.135183447012303,52.83,18.58,-21.97,73.94,75.31,179.23
0.0455,800.46,254.19,-0.21888174149260886,3.044814146566708,-2.1362131912709796,52.83,18.74,-22.03,73.81,75.21,179.02
0.046,800.36,254.32,-0.2198242192886858,3.043732042430471,-2.1366146169989384,52.83,18.77,-22.09,73.76,75.19,178.94
0.0465,800.29,254.42,-0.22218041377887815,3.0433131634099926,-2.1381330534481733,52.83,18.74,-22.1,73.7,75.09,178.91
0.047,800.21,254.56,-0.22406536937103202,3.042527765246595,-2.1390755312442504,52.83,18.73,-22.11,73.58,75.0,178.9
0.0475,800.02,254.71,-0.22729422848722153,3.041637647328078,-2.1401576353804868,52.83,18.78,-22.11,73.49,74.96,178.9
0.048,799.88,254.87,-0.23092451333136974,3.040764982702081,-2.144730398020712,52.83,18.74,-22.0,73.52,75.09,178.94
0.0485,799.66,255.04,-0.2356543556042744,3.0398574114910435,-2.1395642234348085,52.83,18.59,-22.08,73.56,75.08,178.77
