Time,xPosition4,yPosition4,Angle1,Angle2,Angle3,absInterPointDistance1,xInterPointDistance2,yInterPointDistance2,absInterPointDistance3,absInterPointDistance4,absInterPointDistance5
0.0,714.15,118.02,-0.27296949501191314,3.1383812477661235,-2.1745580749372952,72.19,25.69,-23.26,91.32,89.5,239.98
0.0005,714.05,118.02,-0.2697929957732835,3.138276528011004,-2.155743425600796,72.19,25.79,-23.27,91.75,90.33,239.99
0.001,713.94,118.03,-0.27982863897225085,3.1380147286232045,-2.180212941713757,72.19,25.89,-23.28,91.16,89.43,239.91
0.0015,713.85,118.04,-0.2773677247269388,3.1380147286232045,-2.1770713490601667,72.19,25.98,-23.29,91.03,89.33,239.89
0.002,713.78,118.06,-0.27595400803282344,3.1378925555755655,-2.1671229723237992,72.19,26.06,-23.31,91.42,89.96,239.84
0.0025,713.68,118.05,-0.27900833422381355,3.1378925555755655,-2.1762684976042497,72.19,26.16,-23.3,90.78,89.18,239.9
0.003,713.59,118.04,-0.2808409299384076,3.1378751022830453,-2.181347405727553,72.19,26.25,-23.29,90.54,88.87,239.86
0.0035,713.5,118.06,-0.281312168836446,3.1380147286232045,-2.1768095496723676,72.19,26.34,-23.31,90.55,89.02,239.8
0.004,713.43,118.07,-0.27951447970689186,3.137910008868085,-2.1741217426242962,72.19,26.4,-23.31,90.46,88.96,240.09
0.0045,713.37,118.08,-0.2758492882777038,3.137910008868085,-2.1700027655895897,72.19,26.47,-23.32,90.33,88.86,240.09
0.005,713.26,118.12,-0.2742959452434288,3.137334050214927,-2.172742932515221,72.19,26.57,-23.37,90.07,88.49,240.08
0.0055,713.12,118.13,-0.29071949350469545,3.137281690337367,-2.1873164317693736,72.19,26.71,-23.37,89.98,88.46,240.04
0.006,712.98,118.14,-0.28756044755858573,3.1371246107046877,-2.166285214282842,72.19,26.85,-23.38,90.36,89.28,239.94
0.0065,712.84,118.15,-0.29293606165472824,3.1370722508271283,-2.188032016762691,72.19,27.0,-23.39,89.81,88.35,239.89
0.007,712.69,118.18,-0.2963220004035973,3.1367929981468086,-2.1900565986950045,72.19,27.15,-23.43,89.73,88.31,239.93
0.0075,712.54,118.15,-0.2942101520086841,3.1371944238747673,-2.1870371790890544,72.19,27.3,-23.4,89.62,88.24,240.03
0.008,712.43,118.16,-0.2965488932063565,3.1371071574121676,-2.188119283225291,72.19,27.41,-23.41,89.48,88.15,240.16
0.0085,712.33,118.18,-0.29590312138311864,3.1369151711944485,-2.1860772480004576,72.19,27.51,-23.42,89.37,88.09,240.13
0.009,712.18,118.21,-0.30356511679937376,3.1365137454664898,-2.1922208069674776,72.19,27.65,-23.46,89.25,88.01,240.07
0.0095,712.01,118.22,-0.3056769651942869,3.1363915724188502,-2.2027625956495234,72.19,27.83,-23.47,89.07,87.64,239.94
0.01,711.85,118.25,-0.3018023342548595,3.1361821329086106,-2.193337817688754,72.19,27.99,-23.49,88.92,87.63,240.02
0.0105,711.65,118.28,-0.30316369107141505,3.1359901466908915,-2.1943152020698706,72.19,28.19,-23.52,88.78,87.53,240.1
0.011,711.46,118.28,-0.3041759820375718,3.1361821329086106,-2.1956591055939065,72.19,28.37,-23.52,88.73,87.46,240.18
0.0115,711.29,118.31,-0.30597367116712587,3.1358330670582117,-2.1971251821655815,72.19,28.55,-23.56,88.63,87.37,240.31
0.012,711.12,118.35,-0.3170041520397301,3.1356236275479725,-2.202657875894404,72.19,28.72,-23.59,88.46,87.31,240.15
0.0125,710.91,118.39,-0.31747539093776855,3.1352222018200138,-2.2013314256628878,72.19,28.93,-23.64,88.36,87.25,239.99
0.013,710.66,118.47,-0.3189589208019637,3.1350651221873345,-2.2015408651731274,72.19,29.18,-23.72,88.26,87.18,240.23
0.0135,710.45,118.52,-0.3292389100962103,3.134611336581816,-2.210546764113418,72.19,29.39,-23.77,88.12,87.05,240.19
0.014,710.21,118.56,-0.32449161453078573,3.1342448174388973,-2.2027276890644836,72.19,29.63,-23.8,87.95,86.95,240.05
0.0145,709.65,118.71,-0.3311238656883642,3.1336339522006993,-2.2074226247523483,72.19,30.19,-23.96,87.87,86.86,240.19
0.015,709.31,118.83,-0.3357315349136292,3.1326391145270622,-2.210162791677979,72.19,30.52,-24.07,87.76,86.78,240.17
0.0155,708.93,118.9,-0.33892548744477885,3.132098062458944,-2.2141945022500864,72.19,30.91,-24.14,87.76,86.7,240.01
0.016,708.57,118.97,-0.34185764058812934,3.132080609166424,-2.2144912082229253,72.19,31.27,-24.21,87.59,86.54,240.21
0.0165,708.26,119.13,-0.34650021639843426,3.130789065519948,-2.2141072357874862,72.19,31.58,-24.38,87.38,86.37,239.91
0.017,707.75,119.24,-0.353341907066252,3.1303701864994697,-2.2173186416111563,72.19,32.09,-24.49,87.19,86.08,240.24
0.0175,707.29,119.34,-0.3614402347955057,3.129672054798672,-2.2216121515710623,72.19,32.54,-24.59,86.97,85.72,240.05
0.018,706.69,119.59,-0.3663969698711696,3.1285550440773955,-2.2209314731627843,72.19,33.15,-24.84,86.89,85.59,240.15
0.0185,705.85,119.84,-0.3733782868791469,3.1270889675057205,-2.2193257702509497,72.19,33.99,-25.08,86.72,85.6,240.07
0.019,705.32,120.08,-0.3860842838336656,3.1258846903218442,-2.2229560550950977,72.19,34.52,-25.33,86.54,85.29,240.14
0.0195,704.58,120.27,-0.3998549316319009,3.1251691053285264,-2.227860430293202,72.19,35.26,-25.52,86.41,84.98,240.04
0.02,703.79,120.56,-0.41208968968838117,3.1238601083895308,-2.231874687572789,72.19,36.05,-25.81,86.13,84.66,240.08
0.0205,702.79,120.88,-0.4200658443699953,3.122394031817856,-2.2295883062526762,72.19,37.04,-26.12,86.12,84.82,240.06
0.021,702.0,121.16,-0.43182936352843704,3.1209279552461804,-2.233881816212582,72.19,37.83,-26.4,85.89,84.7,240.03
0.0215,701.13,121.4,-0.44395940182979765,3.1199505708650634,-2.2356445987570965,72.19,38.7,-26.64,85.7,84.68,239.96
0.022,699.85,121.82,-0.45760787658039326,3.1176467362524307,-2.2421546768670355,72.19,39.99,-27.06,85.47,84.58,240.03
0.0225,698.88,122.13,-0.47052331304515127,3.116145753095716,-2.2446679509899075,72.19,40.96,-27.38,85.18,84.54,239.98
0.023,697.8,122.44,-0.48569022424498204,3.114592410061441,-2.248176062786416,72.19,42.04,-27.68,84.82,84.53,240.03
0.0235,696.38,122.9,-0.5014854539755307,3.112061682646049,-2.2525044793313618,72.19,43.46,-28.15,84.41,84.36,239.9
0.024,695.15,123.21,-0.5183976944273558,3.1107701389995737,-2.258264065862943,72.19,44.68,-28.45,84.1,84.25,239.92
0.0245,693.6,123.7,-0.5340532978177449,3.1082045049991414,-2.264756690680362,72.19,46.24,-28.95,83.77,84.1,240.04
0.025,692.28,124.08,-0.5516985765554075,3.106546442209747,-2.2697483323410657,72.19,47.56,-29.33,83.36,83.92,240.16
0.0255,690.58,124.54,-0.5733232059876172,3.1043298740597143,-2.2783528055533977,72.19,49.26,-29.79,82.87,83.76,240.15
0.026,689.01,125.02,-0.5925218277595549,3.102060946032122,-2.284234565132619,72.19,50.83,-30.27,82.39,83.53,240.18
0.0265,687.14,125.55,-0.6141988170693246,3.099704751541929,-2.291879107256354,72.19,52.7,-30.79,81.91,83.35,240.15
0.027,685.46,126.09,-0.6369928171003705,3.0975405432694565,-2.3005359403462458,72.19,54.38,-31.34,81.46,83.23,240.18
0.0275,683.44,126.66,-0.6597170039613366,3.095463601459583,-2.3079884962522614,72.19,56.4,-31.91,81.06,82.6,240.23
0.028,681.57,127.18,-0.6854257038432131,3.0935262859898693,-2.312299459504688,72.19,58.27,-32.43,80.55,82.73,240.34
0.0285,679.27,127.86,-0.71408401016096,3.090786119064238,-2.319368042975264,72.19,60.56,-33.11,80.1,82.21,240.4
0.029,677.01,128.49,-0.7403861219885145,3.088674270669325,-2.328042329357676,72.19,62.83,-33.73,79.59,82.33,240.45
0.0295,674.84,129.13,-0.7678052445373454,3.086562422274412,-2.336542082814889,72.19,64.99,-34.37,79.07,82.46,240.68
0.03,672.23,129.91,-0.7957305125692548,3.0836826290086212,-2.3488117474564087,72.19,67.6,-35.15,78.57,82.37,240.77
0.0305,669.68,130.64,-0.8241968326692822,3.0814486075660685,-2.3576605667640202,72.19,70.16,-35.89,78.08,82.65,240.82
