Time,xPosition4,yPosition4,Angle1,Angle2,Angle3,absInterPointDistance1,xInterPointDistance2,yInterPointDistance2,absInterPointDistance3,absInterPointDistance4,absInterPointDistance5
0.0,667.93,226.1,-0.18706438922875224,2.949431902945218,-2.5661226926222227,85.99,17.23,-27.33,119.62,119.45,257.53
0.0005,667.93,226.11,-0.187134202398832,2.949152650264898,-2.565843439941904,85.99,17.23,-27.35,119.63,119.47,257.55
0.001,667.92,226.13,-0.1868724030110329,2.949152650264898,-2.5654769207989854,85.99,17.23,-27.36,119.64,119.5,257.56
0.0015,667.92,226.14,-0.1869771227661525,2.949117743679859,-2.565442014213945,85.99,17.24,-27.38,119.65,119.47,257.55
0.002,667.91,226.15,-0.1870469359362323,2.948995570632219,-2.565215121411186,85.99,17.25,-27.38,119.64,119.46,257.59
0.0025,667.91,226.16,-0.18699457605867248,2.9489257574621393,-2.564918415438347,85.99,17.24,-27.4,119.65,119.48,257.62
0.003,667.91,226.17,-0.18737854849411123,2.94882103770702,-2.564761335805667,85.99,17.25,-27.41,119.66,119.49,257.62
0.0035,667.9,226.18,-0.1873261886165514,2.94864650478182,-2.564255190322589,85.99,17.26,-27.42,119.67,119.5,257.61
0.004,667.89,226.2,-0.18755308141931065,2.9484894251491407,-2.563696684961951,85.99,17.26,-27.43,119.67,119.52,257.68
0.0045,667.89,226.21,-0.18746581495671094,2.9485941449042605,-2.5641155639824293,85.99,17.26,-27.45,119.7,119.52,257.66
0.005,667.89,226.23,-0.18739600178663116,2.948349798808981,-2.563539605329271,85.99,17.27,-27.46,119.69,119.5,257.69
0.0055,667.89,226.22,-0.18786724068466962,2.9481229060062217,-2.5634523388666715,85.99,17.27,-27.46,119.7,119.53,257.72
0.006,667.88,226.24,-0.18786724068466962,2.948087999421182,-2.5634872454517117,85.99,17.27,-27.48,119.72,119.52,257.71
0.0065,667.89,226.25,-0.18828611970514827,2.9479832796660626,-2.563539605329271,85.99,17.27,-27.49,119.73,119.54,257.72
0.007,667.88,226.27,-0.18867009214058703,2.947930919788502,-2.5638014047170707,85.99,17.27,-27.5,119.73,119.53,257.73
0.0075,667.87,226.27,-0.18926350408626508,2.9478785599109427,-2.5639759376422697,85.99,17.28,-27.51,119.75,119.55,257.74
0.008,667.88,226.29,-0.1897871028618634,2.947738933570783,-2.564220283737549,85.99,17.28,-27.52,119.75,119.56,257.77
0.0085,667.87,226.3,-0.18989182261698306,2.9475993072306235,-2.5643948166627486,85.99,17.29,-27.53,119.76,119.55,257.77
0.009,667.86,226.31,-0.1906423141953406,2.9475120407680238,-2.5647264292206273,85.99,17.29,-27.54,119.77,119.6,257.78
0.0095,667.86,226.32,-0.19111355309337907,2.947320054550304,-2.5646915226355875,85.99,17.3,-27.56,119.78,119.6,257.79
0.01,667.85,226.33,-0.19104373992329932,2.947389867720384,-2.5649533220233867,85.99,17.3,-27.56,119.78,119.59,257.84
0.0105,667.85,226.34,-0.19167205845401725,2.9472676946727447,-2.5650405884859864,85.99,17.31,-27.58,119.78,119.6,257.85
0.011,667.84,226.35,-0.19158479199141756,2.9469884419924255,-2.564551896295428,85.99,17.31,-27.59,119.81,119.63,257.88
0.0115,667.84,226.37,-0.19158479199141756,2.946918628822346,-2.5643948166627486,85.99,17.31,-27.61,119.81,119.63,257.87
0.012,667.84,226.38,-0.19158479199141756,2.946831362359746,-2.564499536417868,85.99,17.31,-27.62,119.83,119.64,257.89
0.0125,667.84,226.39,-0.19149752552881782,2.946779002482186,-2.56388867117967,85.99,17.31,-27.63,119.83,119.63,257.93
0.013,667.84,226.41,-0.19175932491661699,2.9465695629719466,-2.564202830445029,85.99,17.31,-27.64,119.83,119.62,257.92
0.0135,667.85,226.42,-0.1917942315016569,2.946447389924307,-2.56385376459463,85.99,17.31,-27.65,119.85,119.66,257.97
0.014,667.83,226.43,-0.19167205845401725,2.9464124833392673,-2.5634348855741513,85.99,17.32,-27.67,119.84,119.66,257.99
0.0145,667.84,226.44,-0.19172441833157708,2.9462554037065876,-2.5635570586217913,85.99,17.32,-27.68,119.86,119.64,258.03
0.015,667.84,226.46,-0.19203857759693607,2.9460459641963483,-2.563330165819032,85.99,17.32,-27.7,119.85,119.66,258.05
0.0155,667.83,226.47,-0.19142771235873807,2.945923791148709,-2.562701847288314,85.99,17.33,-27.7,119.86,119.65,258.08
0.016,667.83,226.48,-0.1916022452839375,2.945836524686109,-2.5626843939957937,85.99,17.32,-27.72,119.86,119.63,258.09
0.0165,667.83,226.49,-0.19191640454929648,2.9457667115160295,-2.562771660458394,85.99,17.32,-27.73,119.87,119.66,258.13
0.017,667.83,226.51,-0.19230037698473523,2.94560963188335,-2.5624400479005147,85.99,17.33,-27.75,119.88,119.7,258.17
0.0175,667.83,226.52,-0.19195131113433636,2.9454176456656302,-2.562003715587516,85.99,17.32,-27.76,119.89,119.69,258.19
0.018,667.83,226.53,-0.19174187162409706,2.9454525522506705,-2.5615673832745176,85.99,17.33,-27.77,119.9,119.71,258.19
0.0185,667.83,226.54,-0.19228292369221528,2.945278019325471,-2.561392850349318,85.99,17.32,-27.78,119.91,119.74,258.2
0.019,667.83,226.56,-0.1922480171071754,2.945016219937672,-2.56071217194104,85.99,17.32,-27.79,119.9,119.73,258.22
0.0195,667.83,226.57,-0.19235273686229507,2.9449464067675923,-2.56071217194104,85.99,17.32,-27.8,119.91,119.75,258.27
0.02,667.83,226.58,-0.19212584405953578,2.9448067804274323,-2.560258386335522,85.99,17.32,-27.82,119.92,119.73,258.28
0.0205,667.83,226.6,-0.19203857759693607,2.944649700794753,-2.5601362132878824,85.99,17.32,-27.84,119.94,119.76,258.28
0.021,667.83,226.62,-0.1922480171071754,2.944579887624673,-2.560066400117803,85.99,17.32,-27.86,119.95,119.8,258.29
0.0215,667.83,226.64,-0.19212584405953578,2.944352994821914,-2.5598220540225234,85.99,17.32,-27.88,119.93,119.75,258.34
0.022,667.83,226.65,-0.19230037698473523,2.9441261020191547,-2.559996586947723,85.99,17.32,-27.89,119.93,119.74,258.37
0.0225,667.82,226.67,-0.1921607506445757,2.943969022386475,-2.559333361831965,85.99,17.33,-27.91,119.96,119.78,258.37
0.023,667.83,226.69,-0.1926145362500942,2.9439166625089155,-2.5593682684170047,85.99,17.33,-27.93,119.98,119.83,258.41
0.0235,667.84,226.71,-0.19270180271269394,2.9436548631211163,-2.5594206282945646,85.99,17.32,-27.95,119.96,119.79,258.45
0.024,667.83,226.73,-0.19230037698473523,2.943480330195917,-2.5591413756142454,85.99,17.32,-27.97,120.0,119.82,258.44
0.0245,667.84,226.75,-0.1927716158827737,2.9433057972707175,-2.559333361831965,85.99,17.32,-27.99,119.98,119.81,258.45
0.025,667.85,226.78,-0.19294614880797312,2.942852011665199,-2.5591588289067655,85.99,17.31,-28.01,119.99,119.81,258.47
0.0255,667.84,226.8,-0.1933301212434119,2.942764745202599,-2.559333361831965,85.99,17.32,-28.04,120.02,119.85,258.5
0.026,667.84,226.82,-0.1931032284406526,2.94257275898488,-2.5592286420768455,85.99,17.31,-28.06,120.02,119.83,258.53
0.0265,667.84,226.85,-0.1931730416107324,2.9420317069167616,-2.558949389396526,85.99,17.31,-28.09,120.04,119.82,258.52
0.027,667.85,226.87,-0.193295214658372,2.941961893746682,-2.5591239223217257,85.99,17.31,-28.1,120.05,119.83,258.52
0.0275,667.85,226.9,-0.19139280577369816,2.941595374603763,-2.5590541091516457,85.99,17.3,-28.14,120.05,119.67,258.57
0.028,667.85,226.93,-0.19141025906621814,2.9413684818010037,-2.5593159085394452,85.99,17.31,-28.17,120.06,119.68,258.58
0.0285,667.86,226.96,-0.19168951174653723,2.9410543225356447,-2.5588272163488868,85.99,17.29,-28.2,120.07,119.69,258.6
0.029,667.87,227.0,-0.19228292369221528,2.940705256685246,-2.5592111887843254,85.99,17.29,-28.24,120.08,119.72,258.6
0.0295,667.88,227.04,-0.19189895125677653,2.940146751324608,-2.558635230131167,85.99,17.27,-28.28,120.09,119.68,258.64
0.03,667.88,227.1,-0.19207348418197598,2.939850045351769,-2.5588970295189664,85.99,17.27,-28.33,120.12,119.68,258.65
0.0305,667.91,227.14,-0.19221311052213552,2.9395707926714496,-2.558949389396526,85.99,17.24,-28.37,120.13,119.69,258.63
0.031,667.93,227.2,-0.19235273686229507,2.938837754385612,-2.5598220540225234,85.99,17.23,-28.43,120.12,119.62,258.68
0.0315,667.95,227.24,-0.1924574566174147,2.9384188753651332,-2.559891867192603,85.99,17.21,-28.48,120.14,119.63,258.66
0.032,667.96,227.28,-0.19237019015481502,2.938191982562374,-2.5598395073150435,85.99,17.19,-28.51,120.16,119.62,258.7
0.0325,667.98,227.33,-0.1931032284406526,2.9377207436643356,-2.5604154659682012,85.99,17.17,-28.57,120.17,119.65,258.64
0.033,668.0,227.38,-0.19385372001901016,2.9371273317186573,-2.560188573165442,85.99,17.16,-28.62,120.18,119.67,258.67
0.0335,668.0,227.44,-0.1939758930666498,2.936586279650539,-2.5609390647437995,85.99,17.15,-28.68,120.21,119.62,258.62
0.034,668.02,227.52,-0.19703021925763986,2.9360277742899012,-2.561602289859558,85.99,17.13,-28.76,120.22,119.82,258.63
0.0345,668.04,227.59,-0.19535470317572529,2.935486722221783,-2.5622306083902755,85.99,17.12,-28.82,120.28,119.64,258.62
0.035,668.06,227.67,-0.19638444743440198,2.9349107635686242,-2.5627891137509136,85.99,17.09,-28.9,120.29,119.66,258.64
0.0355,668.08,227.73,-0.19710003242771962,2.934282445037907,-2.5631905394788728,85.99,17.08,-28.97,120.37,119.7,258.66
